mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_max_depth,param_min_child_weight,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.36430835723876953,0.01448705034955999,0.0014876842498779297,9.650616289859265e-05,0.8,0.5,5,10,0.6,"{'colsample_bytree': 0.8, 'gamma': 0.5, 'max_depth': 5, 'min_child_weight': 10, 'subsample': 0.6}",0.9727272727272728,0.9818181818181818,0.9818181818181818,0.990909090909091,0.990909090909091,0.9836363636363638,0.0068030134304980835,62
0.3500086784362793,0.007011902186212962,0.0016630172729492187,0.00028706679688117134,0.8,0.5,5,10,0.8,"{'colsample_bytree': 0.8, 'gamma': 0.5, 'max_depth': 5, 'min_child_weight': 10, 'subsample': 0.8}",0.9818181818181818,0.9848484848484849,0.9878787878787879,0.990909090909091,0.990909090909091,0.9872727272727273,0.003533910239300205,24
0.32972002029418945,0.013075642005896535,0.0014654159545898437,9.441696026696235e-05,0.8,0.5,5,10,1.0,"{'colsample_bytree': 0.8, 'gamma': 0.5, 'max_depth': 5, 'min_child_weight': 10, 'subsample': 1.0}",0.9818181818181818,0.9818181818181818,0.990909090909091,0.990909090909091,0.9878787878787879,0.9866666666666667,0.004110503020075946,32
0.6589920520782471,0.014106245476551737,0.0015418529510498047,8.711124522266013e-05,0.8,1,4,1,0.6,"{'colsample_bytree': 0.8, 'gamma': 1, 'max_depth': 4, 'min_child_weight': 1, 'subsample': 0.6}",0.9878787878787879,0.996969696969697,0.9939393939393939,0.9939393939393939,0.9878787878787879,0.9921212121212122,0.0036363636363636077,2
0.6522277355194092,0.008534397828151694,0.0016003131866455078,0.00027640985348420543,0.8,1,4,1,0.8,"{'colsample_bytree': 0.8, 'gamma': 1, 'max_depth': 4, 'min_child_weight': 1, 'subsample': 0.8}",0.9848484848484849,0.996969696969697,0.9848484848484849,0.990909090909091,0.9878787878787879,0.9890909090909092,0.004535342286998707,13
0.6707973957061768,0.020713427833049376,0.0015463829040527344,7.855246362493016e-05,0.8,1,4,1,1.0,"{'colsample_bytree': 0.8, 'gamma': 1, 'max_depth': 4, 'min_child_weight': 1, 'subsample': 1.0}",0.9757575757575757,0.9939393939393939,0.990909090909091,0.996969696969697,0.996969696969697,0.990909090909091,0.007902063521457765,7
0.4337515354156494,0.013754572929966437,0.0015743732452392577,5.822757704951489e-05,0.8,1,4,5,0.6,"{'colsample_bytree': 0.8, 'gamma': 1, 'max_depth': 4, 'min_child_weight': 5, 'subsample': 0.6}",0.9818181818181818,0.9848484848484849,0.9818181818181818,0.990909090909091,0.990909090909091,0.9860606060606061,0.004110503020075946,38
0.44140076637268066,0.013845726086470899,0.001512432098388672,9.867402747185057e-05,0.8,1,4,5,0.8,"{'colsample_bytree': 0.8, 'gamma': 1, 'max_depth': 4, 'min_child_weight': 5, 'subsample': 0.8}",0.9818181818181818,0.9878787878787879,0.9878787878787879,0.990909090909091,0.990909090909091,0.9878787878787879,0.003319530651546483,21
0.42600178718566895,0.012197293498185198,0.0014471054077148438,4.858631369264091e-05,0.8,1,4,5,1.0,"{'colsample_bytree': 0.8, 'gamma': 1, 'max_depth': 4, 'min_child_weight': 5, 'subsample': 1.0}",0.9787878787878788,0.990909090909091,0.990909090909091,0.990909090909091,0.9878787878787879,0.987878787878788,0.004694525268130233,20
0.3718583106994629,0.008734347409039079,0.0015612602233886718,0.00011597063974237294,0.8,1,4,10,0.6,"{'colsample_bytree': 0.8, 'gamma': 1, 'max_depth': 4, 'min_child_weight': 10, 'subsample': 0.6}",0.9727272727272728,0.9787878787878788,0.9818181818181818,0.9848484848484849,0.990909090909091,0.9818181818181818,0.006060606060606067,69
0.38329172134399414,0.009417997899272982,0.0015542030334472657,0.00015794991725334918,0.8,1,4,10,0.8,"{'colsample_bytree': 0.8, 'gamma': 1, 'max_depth': 4, 'min_child_weight': 10, 'subsample': 0.8}",0.9818181818181818,0.9848484848484849,0.9848484848484849,0.990909090909091,0.990909090909091,0.9866666666666667,0.0036363636363636598,32
0.3475636005401611,0.014912308302058733,0.0014748096466064454,6.95870930812172e-05,0.8,1,4,10,1.0,"{'colsample_bytree': 0.8, 'gamma': 1, 'max_depth': 4, 'min_child_weight': 10, 'subsample': 1.0}",0.9787878787878788,0.9818181818181818,0.9878787878787879,0.990909090909091,0.9878787878787879,0.9854545454545456,0.0044536177141512616,45
0.6539995193481445,0.025623377771725457,0.0014238834381103515,4.5062852250639645e-05,0.8,1,5,1,0.6,"{'colsample_bytree': 0.8, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 1, 'subsample': 0.6}",0.9848484848484849,0.996969696969697,0.990909090909091,0.9939393939393939,0.9878787878787879,0.990909090909091,0.004285495643554814,7
0.6728513717651368,0.016706325119059926,0.0015893936157226562,0.00016374824068992927,0.8,1,5,1,0.8,"{'colsample_bytree': 0.8, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 1, 'subsample': 0.8}",0.9818181818181818,0.996969696969697,0.9848484848484849,0.996969696969697,0.9878787878787879,0.9896969696969699,0.006239775843022413,11
0.6577813148498535,0.011224305456372392,0.001572895050048828,0.00014869717037182113,0.8,1,5,1,1.0,"{'colsample_bytree': 0.8, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 1, 'subsample': 1.0}",0.9818181818181818,0.990909090909091,0.990909090909091,1.0,0.996969696969697,0.9921212121212122,0.006239775843022419,2
0.43453283309936525,0.0065146978340690324,0.0016850471496582032,0.00027493764814348116,0.8,1,5,5,0.6,"{'colsample_bytree': 0.8, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 5, 'subsample': 0.6}",0.9848484848484849,0.9818181818181818,0.9818181818181818,0.990909090909091,0.990909090909091,0.9860606060606061,0.004110503020075946,38
0.43952164649963377,0.008838728266224572,0.0014663219451904296,7.306701354981737e-05,0.8,1,5,5,0.8,"{'colsample_bytree': 0.8, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 5, 'subsample': 0.8}",0.9848484848484849,0.9878787878787879,0.990909090909091,0.990909090909091,0.990909090909091,0.9890909090909092,0.00242424242424244,13
0.4151904582977295,0.006480570226336659,0.0014415740966796874,2.4258126771612255e-05,0.8,1,5,5,1.0,"{'colsample_bytree': 0.8, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 5, 'subsample': 1.0}",0.9757575757575757,0.990909090909091,0.990909090909091,0.990909090909091,0.9878787878787879,0.9872727272727275,0.0058759755847471035,23
0.3799323558807373,0.010181390119586214,0.0016626358032226563,0.0002760009757979999,0.8,1,5,10,0.6,"{'colsample_bytree': 0.8, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 10, 'subsample': 0.6}",0.9727272727272728,0.9787878787878788,0.9818181818181818,0.9848484848484849,0.990909090909091,0.9818181818181818,0.006060606060606067,69
0.3777644634246826,0.0077224826835062,0.0016410350799560547,0.00016494575470000374,0.8,1,5,10,0.8,"{'colsample_bytree': 0.8, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 10, 'subsample': 0.8}",0.9818181818181818,0.9848484848484849,0.9848484848484849,0.990909090909091,0.990909090909091,0.9866666666666667,0.0036363636363636598,32
0.33840432167053225,0.010420306709391872,0.0015180110931396484,0.0002095575893183476,0.8,1,5,10,1.0,"{'colsample_bytree': 0.8, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 10, 'subsample': 1.0}",0.9787878787878788,0.9818181818181818,0.9878787878787879,0.990909090909091,0.9878787878787879,0.9854545454545456,0.0044536177141512616,45
0.5708700180053711,0.011093805589013121,0.0019049644470214844,0.0001668809477673847,1.0,0.5,4,1,0.6,"{'colsample_bytree': 1.0, 'gamma': 0.5, 'max_depth': 4, 'min_child_weight': 1, 'subsample': 0.6}",0.9818181818181818,0.990909090909091,0.990909090909091,0.9939393939393939,0.9878787878787879,0.9890909090909092,0.00411050302007592,13
0.5985239505767822,0.010253246158978796,0.001547861099243164,8.313986432827459e-05,1.0,0.5,4,1,0.8,"{'colsample_bytree': 1.0, 'gamma': 0.5, 'max_depth': 4, 'min_child_weight': 1, 'subsample': 0.8}",0.9818181818181818,0.990909090909091,0.9818181818181818,0.9939393939393939,0.9848484848484849,0.9866666666666667,0.004923659639173308,32
0.5815072059631348,0.009062063129764887,0.0014922142028808594,9.719777799405115e-05,1.0,0.5,4,1,1.0,"{'colsample_bytree': 1.0, 'gamma': 0.5, 'max_depth': 4, 'min_child_weight': 1, 'subsample': 1.0}",0.9787878787878788,0.990909090909091,0.9696969696969697,0.9939393939393939,0.990909090909091,0.984848484848485,0.009191364174607941,50
0.3992137432098389,0.020009084448833446,0.001584911346435547,0.00017233864641374706,1.0,0.5,4,5,0.6,"{'colsample_bytree': 1.0, 'gamma': 0.5, 'max_depth': 4, 'min_child_weight': 5, 'subsample': 0.6}",0.9727272727272728,0.9848484848484849,0.9848484848484849,0.9878787878787879,0.990909090909091,0.9842424242424241,0.006180629713445798,61
0.40189619064331056,0.016676170683229248,0.0016511440277099609,0.00018680119864393973,1.0,0.5,4,5,0.8,"{'colsample_bytree': 1.0, 'gamma': 0.5, 'max_depth': 4, 'min_child_weight': 5, 'subsample': 0.8}",0.9787878787878788,0.9939393939393939,0.9878787878787879,0.9878787878787879,0.9818181818181818,0.986060606060606,0.005283513870958393,42
0.3659956455230713,0.00975489147598264,0.0014976024627685546,5.78998132621168e-05,1.0,0.5,4,5,1.0,"{'colsample_bytree': 1.0, 'gamma': 0.5, 'max_depth': 4, 'min_child_weight': 5, 'subsample': 1.0}",0.9757575757575757,0.9848484848484849,0.9818181818181818,0.990909090909091,0.9848484848484849,0.9836363636363636,0.0049236596391733405,64
0.36083154678344725,0.006493681165613085,0.0015372753143310547,4.9878488745592824e-05,1.0,0.5,4,10,0.6,"{'colsample_bytree': 1.0, 'gamma': 0.5, 'max_depth': 4, 'min_child_weight': 10, 'subsample': 0.6}",0.9696969696969697,0.9787878787878788,0.9818181818181818,0.9939393939393939,0.990909090909091,0.983030303030303,0.008698606117822614,67
0.3639017105102539,0.018995513610003713,0.0015319347381591796,6.509213209059824e-05,1.0,0.5,4,10,0.8,"{'colsample_bytree': 1.0, 'gamma': 0.5, 'max_depth': 4, 'min_child_weight': 10, 'subsample': 0.8}",0.9848484848484849,0.9848484848484849,0.9848484848484849,0.990909090909091,0.990909090909091,0.9872727272727273,0.0029690784761008415,24
0.32283682823181153,0.013941190639642206,0.0017603397369384765,0.00014180038745677625,1.0,0.5,4,10,1.0,"{'colsample_bytree': 1.0, 'gamma': 0.5, 'max_depth': 4, 'min_child_weight': 10, 'subsample': 1.0}",0.9757575757575757,0.9757575757575757,0.9878787878787879,0.9878787878787879,0.990909090909091,0.9836363636363636,0.006527472493496411,64
0.5820794582366944,0.007132303137963882,0.0017504215240478516,0.00026380394244381576,1.0,0.5,5,1,0.6,"{'colsample_bytree': 1.0, 'gamma': 0.5, 'max_depth': 5, 'min_child_weight': 1, 'subsample': 0.6}",0.9787878787878788,0.9939393939393939,0.990909090909091,0.996969696969697,0.9878787878787879,0.9896969696969699,0.006239775843022423,11
0.6048935890197754,0.0045025216181436185,0.001558208465576172,7.795297343983154e-05,1.0,0.5,5,1,0.8,"{'colsample_bytree': 1.0, 'gamma': 0.5, 'max_depth': 5, 'min_child_weight': 1, 'subsample': 0.8}",0.9818181818181818,0.990909090909091,0.9818181818181818,0.9939393939393939,0.9878787878787879,0.9872727272727273,0.004848484848484849,24
0.5934247493743896,0.009768297191887015,0.0016704559326171874,0.00019893293066720975,1.0,0.5,5,1,1.0,"{'colsample_bytree': 1.0, 'gamma': 0.5, 'max_depth': 5, 'min_child_weight': 1, 'subsample': 1.0}",0.9787878787878788,0.9939393939393939,0.9727272727272728,0.9939393939393939,0.990909090909091,0.9860606060606061,0.008698606117822602,38
0.3967300891876221,0.005687415879059498,0.0015636444091796874,0.00014821772622012827,1.0,0.5,5,5,0.6,"{'colsample_bytree': 1.0, 'gamma': 0.5, 'max_depth': 5, 'min_child_weight': 5, 'subsample': 0.6}",0.9757575757575757,0.9848484848484849,0.9848484848484849,0.990909090909091,0.990909090909091,0.9854545454545456,0.0055546372060071144,45
0.4017658233642578,0.012312691457193482,0.001711559295654297,0.00014459440345810664,1.0,0.5,5,5,0.8,"{'colsample_bytree': 1.0, 'gamma': 0.5, 'max_depth': 5, 'min_child_weight': 5, 'subsample': 0.8}",0.9787878787878788,0.9939393939393939,0.9878787878787879,0.9878787878787879,0.9818181818181818,0.986060606060606,0.005283513870958393,42
0.37947630882263184,0.02592873385270136,0.0016092777252197266,0.00020892822372822395,1.0,0.5,5,5,1.0,"{'colsample_bytree': 1.0, 'gamma': 0.5, 'max_depth': 5, 'min_child_weight': 5, 'subsample': 1.0}",0.9757575757575757,0.9848484848484849,0.9848484848484849,0.990909090909091,0.9848484848484849,0.9842424242424244,0.004848484848484879,58
0.35742802619934083,0.00526611409285201,0.0015280723571777343,7.162744896347803e-05,1.0,0.5,5,10,0.6,"{'colsample_bytree': 1.0, 'gamma': 0.5, 'max_depth': 5, 'min_child_weight': 10, 'subsample': 0.6}",0.9696969696969697,0.9787878787878788,0.9818181818181818,0.9939393939393939,0.990909090909091,0.983030303030303,0.008698606117822614,67
0.3563953399658203,0.008159442930669438,0.0015592575073242188,7.178909711762533e-05,1.0,0.5,5,10,0.8,"{'colsample_bytree': 1.0, 'gamma': 0.5, 'max_depth': 5, 'min_child_weight': 10, 'subsample': 0.8}",0.9848484848484849,0.9848484848484849,0.9848484848484849,0.990909090909091,0.990909090909091,0.9872727272727273,0.0029690784761008415,24
0.32632155418395997,0.009853334167466237,0.0016369342803955079,0.00014074367112660465,1.0,0.5,5,10,1.0,"{'colsample_bytree': 1.0, 'gamma': 0.5, 'max_depth': 5, 'min_child_weight': 10, 'subsample': 1.0}",0.9757575757575757,0.9757575757575757,0.9878787878787879,0.9878787878787879,0.990909090909091,0.9836363636363636,0.006527472493496411,64
0.6414230823516845,0.01123744932802965,0.0016368865966796876,0.00018983285526523975,1.0,1,4,1,0.6,"{'colsample_bytree': 1.0, 'gamma': 1, 'max_depth': 4, 'min_child_weight': 1, 'subsample': 0.6}",0.9818181818181818,0.9939393939393939,0.9878787878787879,0.9939393939393939,0.9878787878787879,0.989090909090909,0.004535342286998699,16
0.6760892868041992,0.010057379891504665,0.0016248226165771484,0.000142032493224666,1.0,1,4,1,0.8,"{'colsample_bytree': 1.0, 'gamma': 1, 'max_depth': 4, 'min_child_weight': 1, 'subsample': 0.8}",0.9787878787878788,0.9848484848484849,0.9818181818181818,0.9939393939393939,0.9848484848484849,0.9848484848484848,0.0050706668274792385,55
0.6647749900817871,0.0067913047769715676,0.0015586376190185546,8.453753979905468e-05,1.0,1,4,1,1.0,"{'colsample_bytree': 1.0, 'gamma': 1, 'max_depth': 4, 'min_child_weight': 1, 'subsample': 1.0}",0.9787878787878788,0.9939393939393939,0.9666666666666667,0.9939393939393939,0.990909090909091,0.984848484848485,0.01067079809797515,50
0.43524465560913084,0.004734301405167056,0.0014976024627685546,8.136351111104886e-05,1.0,1,4,5,0.6,"{'colsample_bytree': 1.0, 'gamma': 1, 'max_depth': 4, 'min_child_weight': 5, 'subsample': 0.6}",0.9727272727272728,0.9878787878787879,0.9848484848484849,0.9878787878787879,0.990909090909091,0.9848484848484848,0.006356417261637281,55
0.43878889083862305,0.004376378392289922,0.0015427112579345704,0.0001361673274576249,1.0,1,4,5,0.8,"{'colsample_bytree': 1.0, 'gamma': 1, 'max_depth': 4, 'min_child_weight': 5, 'subsample': 0.8}",0.9757575757575757,0.9939393939393939,0.9878787878787879,0.9878787878787879,0.9878787878787879,0.9866666666666667,0.005938156952201655,32
0.4137761116027832,0.0050377172171318044,0.0015561580657958984,0.00018657846504696764,1.0,1,4,5,1.0,"{'colsample_bytree': 1.0, 'gamma': 1, 'max_depth': 4, 'min_child_weight': 5, 'subsample': 1.0}",0.9757575757575757,0.990909090909091,0.9787878787878788,0.990909090909091,0.9848484848484849,0.9842424242424244,0.00618062971344584,58
0.3745823860168457,0.006166708022961799,0.0016366958618164063,0.00022087745706395642,1.0,1,4,10,0.6,"{'colsample_bytree': 1.0, 'gamma': 1, 'max_depth': 4, 'min_child_weight': 10, 'subsample': 0.6}",0.9666666666666667,0.9818181818181818,0.9818181818181818,0.9878787878787879,0.9878787878787879,0.9812121212121212,0.0077613627120398255,71
0.380350923538208,0.004167916782659304,0.0014635562896728516,7.391129768985994e-06,1.0,1,4,10,0.8,"{'colsample_bytree': 1.0, 'gamma': 1, 'max_depth': 4, 'min_child_weight': 10, 'subsample': 0.8}",0.9848484848484849,0.9848484848484849,0.9878787878787879,0.9878787878787879,0.990909090909091,0.9872727272727273,0.0022676711434993727,24
0.34491558074951173,0.002833495159619341,0.0016121864318847656,0.0001830247363291356,1.0,1,4,10,1.0,"{'colsample_bytree': 1.0, 'gamma': 1, 'max_depth': 4, 'min_child_weight': 10, 'subsample': 1.0}",0.9818181818181818,0.9787878787878788,0.9878787878787879,0.9878787878787879,0.990909090909091,0.9854545454545454,0.0044536177141512616,48
0.6415460109710693,0.007901280848104491,0.0015573978424072265,0.00015175670498872806,1.0,1,5,1,0.6,"{'colsample_bytree': 1.0, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 1, 'subsample': 0.6}",0.9787878787878788,0.9939393939393939,0.9818181818181818,0.996969696969697,0.9878787878787879,0.9878787878787879,0.006910154091509923,21
0.6834702491760254,0.006894871478502295,0.0015521049499511719,4.6611167584551784e-05,1.0,1,5,1,0.8,"{'colsample_bytree': 1.0, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 1, 'subsample': 0.8}",0.9757575757575757,0.9878787878787879,0.9787878787878788,0.9939393939393939,0.9878787878787879,0.984848484848485,0.006639061303092935,50
0.6846865653991699,0.019052003261232738,0.0018028736114501954,0.00022388687244738483,1.0,1,5,1,1.0,"{'colsample_bytree': 1.0, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 1, 'subsample': 1.0}",0.9787878787878788,0.990909090909091,0.9696969696969697,0.9939393939393939,0.990909090909091,0.984848484848485,0.009191364174607941,50
0.44266548156738283,0.013958748221675286,0.0015618324279785157,0.00014515234822298212,1.0,1,5,5,0.6,"{'colsample_bytree': 1.0, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 5, 'subsample': 0.6}",0.9727272727272728,0.9878787878787879,0.9848484848484849,0.9878787878787879,0.990909090909091,0.9848484848484848,0.006356417261637281,55
0.45723733901977537,0.01335098787085702,0.0016070842742919923,0.00015641426124274059,1.0,1,5,5,0.8,"{'colsample_bytree': 1.0, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 5, 'subsample': 0.8}",0.9757575757575757,0.9939393939393939,0.9878787878787879,0.9878787878787879,0.9848484848484849,0.986060606060606,0.005938156952201653,42
0.41908535957336424,0.008837532461181097,0.001648283004760742,0.00022968150554828853,1.0,1,5,5,1.0,"{'colsample_bytree': 1.0, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 5, 'subsample': 1.0}",0.9757575757575757,0.990909090909091,0.9787878787878788,0.990909090909091,0.9848484848484849,0.9842424242424244,0.00618062971344584,58
0.3720691204071045,0.005577399851168636,0.0017421722412109375,0.0002591741070768935,1.0,1,5,10,0.6,"{'colsample_bytree': 1.0, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 10, 'subsample': 0.6}",0.9666666666666667,0.9818181818181818,0.9818181818181818,0.9878787878787879,0.9878787878787879,0.9812121212121212,0.0077613627120398255,71
0.37811894416809083,0.006461355848799269,0.0015560150146484374,8.488285387502176e-05,1.0,1,5,10,0.8,"{'colsample_bytree': 1.0, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 10, 'subsample': 0.8}",0.9848484848484849,0.9848484848484849,0.9878787878787879,0.9878787878787879,0.990909090909091,0.9872727272727273,0.0022676711434993727,24
0.3460084438323975,0.0037226782441066074,0.0016104698181152344,0.00021857387300688877,1.0,1,5,10,1.0,"{'colsample_bytree': 1.0, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 10, 'subsample': 1.0}",0.9818181818181818,0.9787878787878788,0.9878787878787879,0.9878787878787879,0.990909090909091,0.9854545454545454,0.0044536177141512616,48
